train_loss,valid_loss
0.392063,0.935481
0.391636,0.939374
0.390773,0.938646
0.388706,0.951076
0.385486,0.978193
0.382791,1.000737
0.380315,0.991545
0.377122,1.029064
0.374898,1.015029
0.373557,1.007792
0.371826,1.025796
0.370737,1.059302
0.369130,1.019265
0.367829,1.039135
0.367994,1.063360
0.366430,1.045791
0.366427,1.054338
0.365937,1.057353
0.365582,1.055778
0.365314,1.055547
