train_loss,valid_loss
0.649600,1.520542
0.647324,1.522532
0.641756,1.524431
0.632313,1.533974
0.620580,1.547667
0.608959,1.570225
0.599152,1.586647
0.590217,1.604717
0.582876,1.616773
0.577794,1.633950
0.572876,1.642360
0.568755,1.650783
0.565345,1.654820
0.563661,1.663839
0.561372,1.666410
0.560852,1.666291
0.559551,1.666241
0.559112,1.667320
0.559109,1.670101
0.558898,1.670290
